slug,title,displayed_publication_year,doi_found_in_page,status,official_url,publication_date,date_precision,date_source,abstract,metadata_checked_at
chen-2016-functionalization,Functionalization-induced changes in the structural and physical properties of amorphous polyaniline: a first-principles and molecular dynamics study,2016,https://doi.org/10.1038/srep20621,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1038/srep20621,2016-02-09,day,Crossref published-online,"Abstract In this paper, we present a first-principles and molecular dynamics study to delineate the functionalization-induced changes in the local structure and the physical properties of amorphous polyaniline. The results of radial distribution function (RDF) demonstrate that introducing -SO 3 − Na + groups at phenyl rings leads to the structural changes in both the intrachain and interchain ordering of polyaniline at shorter distances (≤5 Å). An unique RDF feature in 1.8–2.1 Å regions is usually observed in both the interchain and intrachain RDF profiles of the -SO 3 − Na + substituted polymer (i.e. Na-SPANI). Comparative studies of the atom-atom pairs, bond structures, torsion angles and three-dimensional structures show that EB-PANI has much better intrachain ordering than that of Na-SPANI. In addition, investigation of the band gap, density of states (DOS) and absorption spectra indicates that the derivatization at ring do not substantially alter the inherent electronic properties but greatly change the optical properties of polyaniline. Furthermore, the computed diffusion coefficient of water in Na-SPANI is smaller than that of EB-PANI. On the other hand, the Na-SPANI shows a larger density than that of EB-PANI. The computed RDF profiles, band gaps, absorption spectra and diffusion coefficients are in quantitative agreement with the experimental data.",2026-05-03
chen-2016-sige,SiGe/h-BN heterostructure with inspired electronic and optical properties: a first-principles study,2016,https://doi.org/10.1039/C6TC03838G,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1039/c6tc03838g,2016,year,Reviewed local CSV year,The structure along with the electronic and optical properties of a SiGe/BN monolayer heterostructure were theoretically researched using density functional theory calculations.,2026-05-03
chen-2016-tunable,Tunable electronic structure and enhanced optical properties in quasi-metallic hydrogenated/fluorinated SiC heterobilayer,2016,https://doi.org/10.1039/C6TC01988A,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1039/c6tc01988a,2016,year,Reviewed local CSV year,The electronic and optical properties of a hydrogenated/fluorinated SiC heterobilayer were systematically investigated by using density functional theory calculations.,2026-05-03
ji-2022-colloidal,Colloidal synthesis of size-confined CsAgCl 2 nanocrystals: Implications for electroluminescence applications,2022,https://doi.org/10.1039/D2QM00997H,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1039/d2qm00997h,2022,year,Reviewed local CSV year,"A facile EuCl 3 -based route to CsAgCl 2 nanocrystals with tunable particle size was proposed. LEDs fabricated exhibit favorable warm white-light emission, which opens up new avenues to develop single-component warm white LEDs.",2026-05-03
ji-2024-highly,Highly Luminescent Phase-Stable Hybrid Manganese Halides for Efficient X-ray Imaging,2024,https://doi.org/10.1021/acs.cgd.3c01422,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1021/acs.cgd.3c01422,2024-02-19,day,Crossref published-online,,2026-05-03
jiang-2015-ab,Ab initio studies of the differences in the chemical reactivity and electronic properties of polyaniline and its derivatives,2015,https://doi.org/10.1109/ICEPT.2015.7236739,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1109/icept.2015.7236739,2015,year,Reviewed local CSV year,,2026-05-03
jiang-2016-graphane,Graphane/fully hydrogenated h-BN bilayer: Marvellous dihydrogen bonding and effective band structure engineering,2016,https://doi.org/10.1109/ICEPT.2016.7583235,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1109/icept.2016.7583235,2016,year,Reviewed local CSV year,,2026-05-03
jiang-2016-influence,The Influence of Tensile Stress on Polyaniline as Strain Sensor,2016,https://doi.org/10.1109/LED.2016.2614702,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1109/led.2016.2614702,2016,year,Reviewed local CSV year,,2026-05-03
jiang-2016-tuning,Tuning the electronic and optical properties of graphane/silicane and fhBN/silicane nanosheets via interfacial dihydrogen bonding and electrical field control,2016,https://doi.org/10.1039/C6TC02343F,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1039/c6tc02343f,2016,year,Reviewed local CSV year,The electronic and optical properties of graphane/silicane and fhBN/silicane nanosheets were systematically investigated using density functional theory calculations.,2026-05-03
jiang-2017-exploration,"Exploration of new ferromagnetic, semiconducting and biocompatible Nb 3 X 8 (X= Cl, Br or I) monolayers with considerable visible and infrared light absorption",2017,https://doi.org/10.1039/C6NR07231C,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1039/c6nr07231c,2017,year,Reviewed local CSV year,,2026-05-03
jiang-2018-stabilizing,Stabilizing lead-free all-inorganic tin halide Perovskites by ion exchange,2018,https://doi.org/10.1021/acs.jpcc.8b04013,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1021/acs.jpcc.8b04013,2018-07-17,day,Crossref published-online,,2026-05-03
jiang-2020-atomistic,Atomistic and Electronic Origin of Phase Instability of Metal Halide Perovskites,2020,https://doi.org/10.1021/acsaem.0c00791,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1021/acsaem.0c00791,2020-11-23,day,Crossref published-online,,2026-05-03
jiang-2021-role,The role of sodium in stabilizing tin-lead (Sn-Pb) alloyed perovskite quantum dots,2021,https://doi.org/10.1039/D1TA00955A,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1039/d1ta00955a,2021,year,Reviewed local CSV year,A comprehensive DFT and AIMD study shows that the surface termination engineering of Sn–Pb perovskite QDs plays an important role in maintaining the favorable effect of Na doping for a high and stable PLQY.,2026-05-03
jiang-2021-stabilizing,Stabilizing metal halide perovskites by computational compositional engineering,2021,https://pure.tue.nl/ws/portalfiles/portal/188552251/20211014_CO_Jiang_hf.pdf,Note: This is my PhD thesis.,https://pure.tue.nl/ws/portalfiles/portal/188552251/20211014_CO_Jiang_hf.pdf,2021,year,Reviewed local CSV year,,2026-05-03
jiang-2022-role,The role of solvents in the formation of methylammonium lead triiodide perovskite,2022,https://doi.org/10.1016/j.jechem.2021.12.030,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1016/j.jechem.2021.12.030,2022,year,Reviewed local CSV year,,2026-05-03
jiang-2023-scale,Scale-up Solutions of 2D Perovskite Photovoltaics: Insights of Multiscale Structures,2023,https://doi.org/10.1021/acsenergylett.3c02009,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1021/acsenergylett.3c02009,2023-11-30,day,Crossref published-online,,2026-05-03
li-2020-microscopic,Microscopic Degradation in Formamidinium-Cesium Lead Iodide Perovskite Solar Cells under Operational Stressors,2020,https://doi.org/10.1016/j.joule.2020.06.005,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1016/j.joule.2020.06.005,2020,year,Reviewed local CSV year,,2026-05-03
li-2024-electronic,Electronic coupling between perovskite nanocrystal and fullerene modulates hot carrier capture,2024,https://doi.org/10.1002/adfm.202415735,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1002/adfm.202415735,2024-11-05,day,Crossref published-online,"Abstract The efficient harnessing of hot carriers holds transformative potential for next‐generation optoelectronic devices. Halide perovskites, with their remarkably long carrier lifetimes exceeding 10 picoseconds, stand at the forefront of this research frontier. Yet, a fundamental paradox persists: why does efficient hot carrier capture remain elusive despite these extended lifetimes? Here, this conundrum is unraveled by constructing a donor–acceptor model system: perovskite nanocrystal and fullerene hybrids. It is demonstrated that the challenge lies not only in the carrier lifetime itself but in the nature of the coupling between donor and acceptor components. Remarkably, it is discovered that the formation of ground‐state complexes, with effective coupling across a wide energy range, not only overcomes the initially forbidden hot carrier capture within these hybrids but also dramatically enhances it, achieving a ≈76% hot carrier capture efficiency. This finding shifts the paradigm of hot carrier capture from extending carrier lifetimes to engineering donor–acceptor coupling, illuminating a path toward practical hot carrier applications.",2026-05-03
liang-2015-molecular,Molecular modeling design of polyaniline as carbon dioxide sensor,2015,https://doi.org/10.1109/ICEPT.2015.7236563,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1109/icept.2015.7236563,2015,year,Reviewed local CSV year,,2026-05-03
liang-2016-electronic,Electronic properties and work functions of silicane/fully hydrogenated h-BN and silicane/graphane nanosheets,2016,https://doi.org/10.1109/ICEPT.2016.7583214,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1109/icept.2016.7583214,2016,year,Reviewed local CSV year,,2026-05-03
liang-2016-sorption,Sorption and diffusion of water vapor and carbon dioxide in sulfonated polyaniline as chemical sensing materials,2016,https://doi.org/10.3390/s16050606,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.3390/s16050606,2016-04-27,day,Crossref published-online,"A hybrid quantum mechanics (QM)/molecular dynamics (MD) simulation is performed to investigate the effect of an ionizable group (–SO3−Na+) on polyaniline as gas sensing materials. Polymers considered for this work include emeraldine base of polyaniline (EB-PANI) and its derivatives (Na-SPANI (I), (II) and (III)) whose rings are partly monosubstituted by –SO3−Na+. The hybrid simulation results show that the adsorption energy, Mulliken charge and band gap of analytes (CO2 and H2O) in polyaniline are relatively sensitive to the position and the amounts of –SO3−Na+, and these parameters would affect the sensitivity of Na-SPANI/EB-PANI towards CO2. The sensitivity of Na-SPANI (III)/EB-PANI towards CO2 can be greatly improved by two orders of magnitude, which is in agreement with the experimental study. In addition, we also demonstrate that introducing –SO3−Na+ groups at the rings can notably affect the gas transport properties of polyaniline. Comparative studies indicate that the effect of ionizable group on polyaniline as gas sensing materials for the polar gas molecule (H2O) is more significant than that for the nonpolar gas molecule (CO2). These findings contribute in the functionalization-induced variations of the material properties of polyaniline for CO2 sensing and the design of new polyaniline with desired sensing properties.",2026-05-03
liang-2016-tuning,Tuning the electronic properties and work functions of graphane/fully hydrogenated h-BN heterobilayers via heteronuclear dihydrogen bonding and electric field control,2016,https://doi.org/10.1039/C6CP01541G,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1039/c6cp01541g,2016,year,Reviewed local CSV year,The electronic properties and work functions of graphane/fully hydrogenated h-BN heterobilayers were studied by using density functional theory calculations.,2026-05-03
liu-2019-gei-2,GeI2 Additive for High Optoelectronic Quality CsPbI3 Quantum Dots and Their Application in Photovoltaic Devices,2019,https://doi.org/10.1021/acs.chemmater.8b03871,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1021/acs.chemmater.8b03871,2019-01-14,day,Crossref published-online,,2026-05-03
liu-2020-near,Near-Infrared Emission from Tin--Lead (Sn--Pb) Alloyed Perovskite Quantum Dots by Sodium Doping,2020,https://doi.org/10.1002/anie.201916020,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1002/anie.201916020,2020-03-24,day,Crossref published-online,"Abstract Phase‐stable CsSn x Pb 1− x I 3 perovskite quantum dots (QDs) hold great promise for optoelectronic applications owing to their strong response in the near‐infrared region. Unfortunately, optimal utilization of their potential is limited by the severe photoluminescence (PL) quenching, leading to extremely low quantum yields (QYs) of approximately 0.3 %. The ultra‐low sodium (Na) doping presented herein is found to be effective in improving PL QYs of these alloyed QDs without alerting their favourable electronic structure. X‐ray photoelectron spectroscopy (XPS) studies suggest the formation of a stronger chemical interaction between I − and Sn 2+ ions upon Na doping, which potentially helps to stabilize Sn 2+ and suppresses the formation of I vacancy defects. The optimized PL QY of the Na‐doped QDs reaches up to around 28 %, almost two orders of magnitude enhancement compared with the pristine one.",2026-05-03
liu-2021-ultra,Ultra-Halide-Rich Synthesis of Stable Pure Tin-Based Halide Perovskite Quantum Dots: Implications for Photovoltaics,2021,https://doi.org/10.1021/acsanm.1c00324,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1021/acsanm.1c00324,2021-03-30,day,Crossref published-online,,2026-05-03
luo-2020-impacts,The Impacts and Origins of A-site Instability in Formamidinium-Cesium Lead Iodide Perovskite Solar Cells Under Extended Operation,2020,https://doi.org/10.1109/PVSC45281.2020.9300973,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1109/pvsc45281.2020.9300973,2020-06-14,day,Crossref published-print,,2026-05-03
meng-2016-design,Design of graphene-like gallium nitride and WS 2/WSe 2 nanocomposites for photocatalyst applications,2016,https://doi.org/10.1007/s40843-016-5122-3,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1007/s40843-016-5122-3,2016-11-09,day,Crossref published-online,,2026-05-03
meng-2016-first,First principles investigation of small molecules adsorption on antimonene,2017,https://doi.org/10.1109/LED.2016.2633569,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1109/led.2016.2633569,2017,year,Reviewed local CSV year,,2026-05-03
meng-2018-novel,Novel GaN-based nanocomposites: Effective band structure and optical property tuning by tensile strain or external field,2018,https://doi.org/10.1016/j.apsusc.2017.08.043,Exact month/day not verified from local files; public page displays year only to avoid false Jan. 1 date.,https://doi.org/10.1016/j.apsusc.2017.08.043,2018,year,Reviewed local CSV year,,2026-05-03
